,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_lmt,attack_cat,Label,sIPtype,dIPtype
1232123,udp,CON,0.001085,130,162,31,29,0,0,dns,479262.7,597235.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.008,0.007,0.0,0.0,0.0,0,0,0.0,0,0,4,2,2,3,1,1,1,normal,0,ext,ext
826726,tcp,FIN,4.067162,13454,548216,31,29,21,197,-,26351.545,1075865.6,234,438,255,255,3163517055,3194837015,57,1252,0,0,1150.7654,835.70197,17.454279,9.30583,0.000669,0.000508,0.000161,0,0,0.0,0,0,5,5,9,2,2,1,1,normal,0,ext,ext
1848666,tcp,FIN,1.004892,1580,10168,31,29,3,5,http,11535.568,76457.97,12,18,255,255,1886627537,1887624633,132,565,1,3924,9528.493,7674.805,91.32118,59.079235,0.000684,0.000542,0.000142,0,0,1.0,0,0,1,1,3,7,1,1,1,normal,0,ext,ext
84742,udp,CON,0.001016,146,178,31,29,0,0,dns,574803.1,700787.4,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.007,0.005,0.0,0.0,0.0,0,0,0.0,0,0,4,1,1,5,3,1,1,normal,0,ext,ext
419470,tcp,FIN,0.097941,1470,1728,31,29,5,4,-,114681.29,131099.34,22,14,255,255,1927931168,4073638322,67,123,0,0,418.25687,15.297963,4.663857,7.475,0.000778,0.000629,0.000149,0,0,0.0,0,0,19,12,8,3,3,3,3,normal,0,ext,ext
939244,tcp,FIN,0.013182,5928,8010,31,29,14,17,ssh,3539978.8,4777423.5,62,58,255,255,676901005,677211166,96,138,0,0,16.920214,13.937134,0.216098,0.217912,0.000743,0.000629,0.000114,0,0,0.0,0,0,1,3,1,5,1,1,1,normal,0,ext,ext
437898,udp,CON,0.001037,146,178,31,29,0,0,dns,563163.0,686595.94,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.012,0.0,0.0,0.0,0,0,0.0,0,0,6,3,3,2,1,1,1,normal,0,ext,ext
1163654,tcp,FIN,1.004807,1580,10168,31,29,3,5,http,11536.544,76464.44,12,18,255,255,2724710470,2725706557,132,565,1,3924,9524.384,7675.41,91.31118,59.07694,0.000634,0.000496,0.000138,0,0,1.0,0,0,2,1,1,2,1,1,1,normal,0,ext,ext
1076174,tcp,FIN,2.2398,424,8824,31,29,1,4,ftp-data,1325.1183,28891.865,8,12,255,255,2813917028,432015855,53,735,0,0,11714.749,8605.98,206.36581,166.2804,0.000581,0.000453,0.000128,0,0,0.0,0,0,2,4,4,3,1,1,3,normal,0,ext,ext
943512,udp,CON,0.001145,146,178,31,29,0,0,dns,510043.7,621834.06,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.01,0.016,0.0,0.0,0.0,0,0,0.0,0,0,4,1,3,3,1,1,1,normal,0,ext,ext
995988,tcp,FIN,0.224402,8928,320,31,29,4,1,ftp-data,295576.7,9518.632,14,6,255,255,3210175634,1603561085,638,53,0,0,1594.459,68.05148,17.261692,44.7462,0.000678,0.000528,0.00015,0,0,0.0,0,0,3,3,3,3,1,1,3,normal,0,ext,ext
1629839,tcp,FIN,1.014599,1684,10168,31,29,3,5,http,12331.966,75726.47,14,18,255,255,555387159,2708015531,120,565,1,3924,8766.647,7675.392,78.014465,59.589645,0.0017,0.001574,0.000126,0,0,1.0,0,0,1,1,2,1,1,1,2,normal,0,ext,ext
2037183,udp,CON,0.001102,146,178,31,29,0,0,dns,529945.56,646098.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0,0,0.0,0,0,4,4,3,2,1,1,3,normal,0,ext,ext
250451,tcp,FIN,1.291833,9952,898,29,31,2,1,-,57233.402,4867.502,14,8,255,255,3500455432,1341274058,711,112,0,0,273.23187,347.65942,99.371765,166.2804,0.0,0.0,0.0,0,0,0.0,0,0,1,2,2,1,1,2,1,normal,0,ext,ext
959629,udp,CON,0.001059,130,162,31,29,0,0,dns,491029.25,611898.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,3,3,3,4,3,1,1,normal,0,ext,ext
1376166,udp,CON,0.001107,130,162,31,29,0,0,dns,469738.0,585365.8,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.008,0.002,0.0,0.0,0.0,0,0,0.0,0,0,1,3,3,2,1,1,1,normal,0,ext,ext
1607634,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0,0,3,3,3,4,2,2,5,Fuzzers,1,ext,ext
1962891,tcp,FIN,0.321734,37244,3276,31,29,18,8,smtp,908278.25,79444.51,52,40,255,255,1593112507,3743791761,716,82,0,0,637.14075,21.488714,6.301941,8.235897,0.001603,0.00053,0.001073,0,0,0.0,0,0,1,2,2,5,1,1,1,normal,0,ext,ext
1200930,udp,INT,3e-06,104,0,254,0,0,0,-,138666660.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0,0,5,4,1,1,1,1,6,normal,0,ext,ext
37637,tcp,FIN,0.592543,4456,3080,31,29,7,7,-,58014.355,40206.363,28,30,255,255,1397616274,3938269387,159,103,0,0,1275.086,32.93605,21.933296,20.414896,0.000634,0.000507,0.000127,0,0,0.0,0,0,6,7,1,1,1,1,1,normal,0,ext,ext
181537,tcp,FIN,6.391715,17746,1087890,31,29,2,370,http,22144.918,1359800.2,332,746,255,255,3991693776,3999355233,53,1458,1,524288,1148.6998,736.8557,19.309246,8.578875,0.000581,0.000451,0.00013,0,0,1.0,0,0,2,1,2,2,1,1,1,normal,0,ext,ext
1752851,tcp,FIN,1.085115,1684,10168,31,29,3,5,http,11530.575,70805.4,14,18,255,255,847168786,2997708974,120,565,1,3924,9310.144,8152.3774,83.44446,63.798237,0.000644,0.000542,0.000102,0,0,1.0,0,0,2,1,6,1,1,1,1,normal,0,ext,ext
393395,udp,CON,0.001852,528,304,31,29,0,0,-,1710583.1,984881.2,4,4,0,0,0,0,132,76,0,0,0.659259,0.325505,0.470667,0.235667,0.0,0.0,0.0,0,0,0.0,0,0,11,9,3,6,1,1,2,normal,0,ext,ext
1835052,udp,CON,0.001004,130,162,31,29,0,0,dns,517928.3,645418.4,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.001,0.007,0.0,0.0,0.0,0,0,0.0,0,0,3,1,1,5,1,1,1,normal,0,ext,ext
1921130,udp,CON,0.001082,146,178,31,29,0,0,dns,539741.25,658040.7,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0,0,4,5,2,3,1,1,1,normal,0,ext,ext
1370694,tcp,FIN,0.022665,3598,45608,31,29,7,24,-,1249150.8,15838694.0,60,62,255,255,3406071930,3415338136,60,736,0,0,0.0,20.013327,0.385086,0.3686,0.000674,0.000547,0.000127,0,0,0.0,0,0,5,5,2,2,1,1,5,normal,0,ext,ext
1485413,tcp,FIN,0.332444,8928,320,31,29,4,1,ftp-data,199516.3,6425.142,14,6,255,255,1896582733,2231024012,638,53,0,0,2050.225,81.543526,25.572615,66.3662,0.000613,0.00048,0.000133,0,0,0.0,0,0,2,1,4,4,1,1,4,normal,0,ext,ext
1188639,udp,CON,0.001805,536,304,31,29,0,0,-,1781717.5,1010526.3,4,4,0,0,0,0,134,76,0,0,0.64111,0.323153,0.457333,0.233,0.0,0.0,0.0,0,0,0.0,0,0,7,6,6,4,1,1,3,normal,0,ext,ext
652501,udp,CON,0.001001,130,162,31,29,0,0,dns,519480.5,647352.6,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.006,0.005,0.0,0.0,0.0,0,0,0.0,0,0,3,5,3,3,1,1,1,normal,0,ext,ext
1584925,tcp,FIN,1.109775,1684,10168,31,29,3,5,http,11274.358,69232.055,14,18,255,255,3322734928,3323783998,120,565,1,3924,8810.428,7714.5474,85.334076,65.248764,0.000667,0.000543,0.000124,0,0,1.0,0,0,2,2,1,1,1,1,1,normal,0,ext,ext
1225638,tcp,FIN,0.10296,4238,63878,31,29,7,30,-,324786.34,4896270.5,72,74,255,255,2501828073,356754841,59,863,0,0,83.73766,81.172325,1.487739,1.402164,0.000719,0.000593,0.000126,0,0,0.0,0,0,11,1,1,5,1,1,2,normal,0,ext,ext
1726810,udp,CON,0.072144,536,304,31,29,0,0,-,44577.51,25282.768,4,4,0,0,0,0,134,76,0,0,26.822918,10.915372,18.972666,7.722333,0.0,0.0,0.0,0,0,0.0,0,0,4,11,5,4,1,1,3,normal,0,ext,ext
1090593,tcp,FIN,0.089077,3614,47722,31,29,7,24,-,319184.5,4216846.0,60,62,255,255,3568651485,1419318699,60,770,0,0,87.012794,84.42617,1.530414,1.450836,0.000717,0.000573,0.000144,0,0,0.0,0,0,1,2,3,1,1,1,1,normal,0,ext,ext
1404071,udp,CON,0.001815,520,304,31,29,0,0,-,1719008.2,1004958.7,4,4,0,0,0,0,130,76,0,0,0.644881,0.335178,0.46,0.242,0.0,0.0,0.0,0,0,0.0,0,0,12,12,6,2,1,1,7,normal,0,ext,ext
356178,tcp,FIN,0.005862,2062,2424,31,29,6,7,-,2698055.2,3181166.8,24,26,255,255,1049328310,1049641560,86,93,0,0,14.484957,13.241611,0.239783,0.21044,0.000864,0.000589,0.000275,0,0,0.0,0,0,1,3,4,1,1,1,1,normal,0,ext,ext
249013,tcp,FIN,1.197321,1684,10168,31,29,3,5,http,10449.996,64169.92,14,18,255,255,1643463194,1644928633,120,565,1,3924,9763.455,8547.523,92.07177,70.39818,0.000711,0.00055,0.000161,0,0,1.0,0,0,3,2,5,5,2,1,1,normal,0,ext,ext
204067,tcp,FIN,0.006772,4232,2456,31,29,7,7,-,4721795.5,2740697.0,18,18,255,255,83981147,87568961,235,136,0,0,19.266825,0.449905,0.378059,0.366588,0.000687,0.000536,0.000151,0,0,0.0,0,0,11,17,8,6,1,1,3,normal,0,ext,ext
1992130,udp,CON,0.001034,146,178,31,29,0,0,dns,564796.94,688588.06,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.006,0.0,0.0,0.0,0,0,0.0,0,0,2,2,2,1,1,1,4,normal,0,ext,ext
1402525,tcp,FIN,1.012321,1684,10168,31,29,3,5,http,12359.716,75896.875,14,18,255,255,3253827897,3251044812,120,565,1,3924,8774.78,7681.818,77.84485,59.518707,0.00063,0.000498,0.000132,0,0,1.0,0,0,1,1,3,1,1,1,3,normal,0,ext,ext
1440835,tcp,FIN,0.223246,8928,320,31,29,4,1,ftp-data,297107.25,9567.921,14,6,255,255,1206282188,1673684137,638,53,0,0,1586.4558,67.88906,17.172768,44.524,0.000663,0.000515,0.000148,0,0,0.0,0,0,4,3,4,3,1,1,4,normal,0,ext,ext
22549,tcp,FIN,0.01951,1540,1644,31,29,4,4,-,592106.6,636801.7,16,18,255,255,3736971748,3737419820,96,91,0,0,75.94154,2.250089,1.279267,1.120118,0.000595,0.000464,0.000131,0,0,0.0,0,0,5,6,6,7,5,1,5,normal,0,ext,ext
194420,tcp,FIN,0.012979,2766,24004,31,29,7,16,-,1666692.4,14474459.0,44,46,255,255,1204730703,1210990565,63,522,0,0,0.0,16.587706,0.293907,0.283977,0.000613,0.000481,0.000132,0,0,0.0,0,0,5,4,5,7,1,1,2,normal,0,ext,ext
79201,udp,CON,0.000996,146,178,31,29,0,0,dns,586345.4,714859.44,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.006,0.0,0.0,0.0,0,0,0.0,0,0,2,3,1,1,1,1,1,normal,0,ext,ext
162104,udp,CON,0.001105,146,178,31,29,0,0,-,528506.75,644343.9,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.01,0.002,0.0,0.0,0.0,0,0,0.0,0,0,14,12,3,6,2,1,2,normal,0,ext,ext
1035531,tcp,FIN,0.010954,2438,19266,31,29,7,13,-,1733795.9,13719189.0,38,40,255,255,2238512546,112534675,64,482,0,0,0.0,16.444475,0.287162,0.269051,0.000581,0.000457,0.000124,0,0,0.0,0,0,4,5,4,3,1,1,1,normal,0,ext,ext
1376796,udp,CON,0.00105,130,162,31,29,0,0,dns,495238.12,617142.9,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.009,0.008,0.0,0.0,0.0,0,0,0.0,0,0,2,6,3,4,1,1,2,normal,0,ext,ext
314762,tcp,FIN,0.02794,2854,26584,31,29,7,16,-,799427.4,7446528.5,46,46,255,255,2197496986,2197807085,62,578,0,0,41.01109,1.19552,0.613978,0.607578,0.000729,0.000597,0.000132,0,0,0.0,0,0,10,8,2,2,1,1,1,normal,0,ext,ext
145515,tcp,FIN,0.016324,2766,27384,31,29,7,16,-,1325165.4,13128645.0,44,46,255,255,1897630740,4049280070,63,595,0,0,25.21763,23.86881,0.379524,0.351133,0.000655,0.000519,0.000136,0,0,0.0,0,0,12,12,4,3,1,1,1,normal,0,ext,ext
954582,tcp,FIN,0.063745,4238,61150,31,29,7,30,-,524590.2,7570664.5,72,74,255,255,1309454243,1324816457,59,826,0,0,0.0,52.872173,0.893268,0.865397,0.000713,0.000567,0.000146,0,0,0.0,0,0,8,6,3,4,1,1,2,normal,0,ext,ext
379412,tcp,FIN,0.032028,3806,51422,31,29,7,26,-,935931.06,12649681.0,64,66,255,255,589135305,589462271,59,779,0,0,31.034283,30.089445,0.511,0.483092,0.000755,0.000616,0.000139,0,0,0.0,0,0,3,2,3,2,1,1,1,normal,0,ext,ext
1384073,tcp,FIN,0.062914,3598,49642,31,29,7,24,-,450011.12,6210637.0,60,62,255,255,4048552617,1908258728,60,801,0,0,66.90853,66.50221,1.07919,1.05839,0.00058,0.000466,0.000114,0,0,0.0,0,0,7,3,2,2,1,1,1,normal,0,ext,ext
1620667,tcp,FIN,1.007044,1580,10168,31,29,3,5,http,11510.918,76294.586,12,18,255,255,2905856569,757272903,132,565,1,3924,9529.761,7674.41,91.51664,59.20606,0.000675,0.000535,0.00014,0,0,1.0,0,0,2,1,4,6,2,1,1,normal,0,ext,ext
319924,udp,CON,0.051157,536,304,31,29,0,0,-,62865.297,35654.945,4,4,0,0,0,0,134,76,0,0,16.510473,17.92822,11.682667,12.682667,0.0,0.0,0.0,0,0,0.0,0,0,8,4,3,6,1,1,3,normal,0,ext,ext
694136,tcp,FIN,0.233324,320,1938,31,29,1,2,ftp-data,9154.651,58150.895,6,8,255,255,884744050,3260530109,53,242,0,0,3285.7053,81.147995,46.5968,33.261284,0.000613,0.000491,0.000122,0,0,0.0,0,0,5,4,3,1,1,1,1,normal,0,ext,ext
807815,tcp,FIN,1.029539,10510,420722,31,29,17,152,-,81216.94,3259594.8,180,340,255,255,172017827,2326252142,58,1237,0,0,1348.8676,979.0239,5.749805,3.035593,0.000599,0.000469,0.00013,0,0,0.0,0,0,16,7,4,11,8,1,2,normal,0,ext,ext
590663,tcp,FIN,0.004867,3768,2456,31,29,7,7,-,5850010.0,3813437.5,18,18,255,255,1424660298,1427912806,209,136,0,0,13.269369,0.331258,0.267588,0.253294,0.000688,0.000557,0.000131,0,0,0.0,0,0,9,6,5,6,1,1,4,normal,0,ext,ext
8292,tcp,FIN,0.021435,37268,3276,31,29,18,8,smtp,13641987.0,1192442.2,52,40,255,255,82448674,2228802744,717,82,0,0,23.006447,1.085839,0.413353,0.536282,0.000661,0.000513,0.000148,0,0,0.0,0,0,2,1,2,2,1,1,1,normal,0,ext,ext
1452275,tcp,FIN,0.475568,37288,3380,31,29,18,8,smtp,615197.0,55512.566,52,42,255,255,290952002,2437510664,717,80,0,0,759.64764,28.995638,9.48282,11.587951,0.000594,0.000458,0.000136,0,0,0.0,0,0,2,1,1,7,1,1,2,normal,0,ext,ext
812345,tcp,FIN,0.094862,3598,46566,31,29,7,24,-,298454.6,3863717.8,60,62,255,255,2464832318,334253033,60,751,0,0,86.05816,84.863556,1.602136,1.545787,0.000704,0.000565,0.000139,0,0,0.0,0,0,10,5,7,7,1,1,2,normal,0,ext,ext
1881274,tcp,FIN,0.017917,1540,1644,31,29,4,4,-,644750.8,693419.7,16,18,255,255,1499348096,3650266955,96,91,0,0,70.77602,1.937492,1.1736,1.019706,0.000724,0.000577,0.000147,0,0,0.0,0,0,13,6,4,14,10,1,4,normal,0,ext,ext
249774,tcp,FIN,0.523328,4848,3080,31,29,7,7,-,71465.695,45524.03,28,30,255,255,1768630395,4240444302,173,103,0,0,1176.3114,30.928967,19.370148,18.026896,0.000693,0.00054,0.000153,0,0,0.0,0,0,12,3,1,3,1,1,1,normal,0,ext,ext
1138885,tcp,FIN,0.268367,4760,2872,31,29,7,7,-,135992.88,82335.016,24,26,255,255,135323974,138300871,198,110,0,0,821.1393,22.34366,11.654783,10.71304,0.000651,0.000536,0.000115,0,0,0.0,0,0,11,5,4,3,1,1,3,normal,0,ext,ext
25808,tcp,FIN,1.021267,1684,10168,31,29,3,5,http,12251.448,75232.04,14,18,255,255,357974759,2504345907,120,565,1,3924,8775.804,7753.8843,78.52438,60.043823,0.000651,0.000518,0.000133,0,0,1.0,0,0,1,1,3,1,1,1,1,normal,0,ext,ext
1666269,tcp,FIN,0.002719,320,1902,31,29,1,2,ftp-data,785582.94,4898860.0,6,8,255,255,1715988537,3869293926,53,238,0,0,26.73047,0.503207,0.4814,0.319714,0.000601,0.000478,0.000123,0,0,0.0,0,0,2,2,3,6,1,1,8,normal,0,ext,ext
433138,udp,CON,0.006027,568,312,31,29,0,0,-,565455.44,310602.28,4,4,0,0,0,0,142,78,0,0,2.346887,2.144655,1.67,1.519,0.0,0.0,0.0,0,0,0.0,0,0,6,7,3,5,1,1,3,normal,0,ext,ext
1876233,udp,CON,0.001034,130,162,31,29,0,0,dns,502901.38,626692.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.001,0.009,0.0,0.0,0.0,0,0,0.0,0,0,2,4,3,4,1,1,5,normal,0,ext,ext
469386,tcp,FIN,0.054976,5486,91826,31,29,7,42,-,790017.44,13225989.0,96,98,255,255,3476603576,1327315052,57,937,0,0,32.310272,32.315704,0.575474,0.560351,0.000773,0.000611,0.000162,0,0,0.0,0,0,6,3,1,1,1,1,1,normal,0,ext,ext
1031345,tcp,FIN,0.461278,320,1862,31,29,1,2,ftp-data,4630.6133,28269.287,6,8,255,255,3083469929,3415271929,53,233,0,0,6508.4985,160.91518,92.1928,65.81914,0.000686,0.000541,0.000145,0,0,0.0,0,0,4,1,2,2,1,1,2,normal,0,ext,ext
187289,tcp,FIN,1.145942,1684,10168,31,29,3,5,http,10918.528,67047.02,14,18,255,255,2073360862,4219882993,120,565,1,3924,8833.658,7734.2695,88.12023,67.37029,0.000767,0.000643,0.000124,0,0,1.0,0,0,1,3,6,6,1,1,1,normal,0,ext,ext
117083,tcp,FIN,0.006109,1920,4312,31,29,6,6,-,2400392.8,5412342.5,22,24,255,255,3000234236,855138675,87,180,0,0,17.005674,14.064129,0.271857,0.241739,0.000673,0.000537,0.000136,0,0,0.0,0,0,5,9,3,2,1,1,2,normal,0,ext,ext
1907897,udp,CON,0.000982,130,162,31,29,0,0,dns,529531.56,659877.8,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.001,0.005,0.0,0.0,0.0,0,0,0.0,0,0,3,2,1,2,1,1,1,normal,0,ext,ext
151265,tcp,FIN,0.09985,2542,21720,31,29,7,14,-,198617.92,1698788.2,40,42,255,255,4118323944,2042380377,64,517,0,0,0.0,226.9028,2.552026,2.421585,0.000693,0.000561,0.000132,0,0,0.0,0,0,10,11,5,3,1,1,1,normal,0,ext,ext
168421,udp,CON,0.004707,568,312,31,29,0,0,-,724028.0,397705.53,4,4,0,0,0,0,142,78,0,0,1.720158,1.50166,1.223333,1.066333,0.0,0.0,0.0,0,0,0.0,0,0,9,20,5,3,1,1,3,normal,0,ext,ext
1736060,tcp,FIN,0.010872,2438,20006,31,29,7,13,-,1746872.8,14353201.0,38,40,255,255,1286477354,1286801557,64,500,0,0,16.491049,16.114489,0.293056,0.262897,0.000739,0.000609,0.00013,0,0,0.0,0,0,6,7,3,4,1,1,2,normal,0,ext,ext
280012,tcp,FIN,0.045068,2854,30654,31,29,7,17,-,495606.66,5328126.5,46,48,255,255,3848165000,1703082084,62,639,0,0,63.55689,62.06104,0.994178,0.945638,0.000774,0.000612,0.000162,0,0,0.0,0,0,15,4,6,7,1,1,5,normal,0,ext,ext
864131,tcp,FIN,0.021874,2958,32648,31,29,7,18,-,1059522.8,11701930.0,48,50,255,255,2341299398,2350637779,62,653,0,0,0.0,24.129845,0.45834,0.434531,0.000722,0.000578,0.000144,0,0,0.0,0,0,6,5,2,6,1,1,1,normal,0,ext,ext
1889445,udp,CON,0.019248,528,304,31,29,0,0,-,164588.53,94763.09,4,4,0,0,0,0,132,76,0,0,1.946194,8.537136,1.382667,6.042667,0.0,0.0,0.0,0,0,0.0,0,0,3,3,7,3,1,1,3,normal,0,ext,ext
453697,tcp,FIN,0.06793,37284,3276,31,29,18,8,smtp,4306433.0,376269.7,52,40,255,255,826210962,2976869483,717,82,0,0,163.18436,5.490224,1.324784,1.727564,0.000725,0.000551,0.000174,0,0,0.0,0,0,1,2,2,3,1,1,1,normal,0,ext,ext
556323,tcp,FIN,0.037953,3614,46932,31,29,7,24,-,749137.06,9733302.0,60,62,255,255,2572782104,2573040145,60,757,0,0,37.008278,35.83569,0.637932,0.614016,0.000658,0.000497,0.000161,0,0,0.0,0,0,4,11,4,2,1,1,1,normal,0,ext,ext
1198247,udp,CON,0.001,146,178,31,29,0,0,dns,584000.0,711999.94,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0,0,0.0,0,0,2,3,2,2,1,1,1,normal,0,ext,ext
977991,tcp,FIN,1.15884,1684,10168,31,29,3,5,http,10797.005,66300.79,14,18,255,255,779326893,2943155741,120,565,1,3924,8835.902,7736.653,89.11454,68.13218,0.000727,0.000588,0.000139,0,0,1.0,0,0,4,1,4,5,2,1,1,normal,0,ext,ext
591508,tcp,FIN,0.014003,2542,23154,31,29,7,14,-,1416267.9,12913233.0,40,42,255,255,3167721677,1022672273,64,551,0,0,20.701374,19.812727,0.350744,0.325561,0.00079,0.000645,0.000145,0,0,0.0,0,0,6,5,1,3,1,1,1,normal,0,ext,ext
512535,udp,CON,0.001026,146,178,31,29,0,0,dns,569200.75,693957.1,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.002,0.011,0.0,0.0,0.0,0,0,0.0,0,0,1,5,4,1,1,1,1,normal,0,ext,ext
1020855,udp,CON,0.001084,130,162,31,29,0,0,dns,479704.8,597786.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0,0,1,6,6,9,1,1,2,normal,0,ext,ext
899226,tcp,FIN,0.008735,2334,16102,31,29,7,12,-,2078992.5,14359702.0,36,38,255,255,2143237095,2693122,65,424,0,0,13.899595,13.008604,0.2404,0.222757,0.000612,0.000488,0.000124,0,0,0.0,0,0,3,10,5,2,1,1,1,normal,0,ext,ext
557676,udp,CON,0.000996,146,178,31,29,0,0,dns,586345.4,714859.44,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.002,0.008,0.0,0.0,0.0,0,0,0.0,0,0,2,5,3,2,1,1,2,normal,0,ext,ext
527326,udp,CON,0.001108,146,178,31,29,0,0,dns,527075.8,642599.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,2,2,2,3,1,1,1,normal,0,ext,ext
1841445,tcp,FIN,0.004323,1470,1728,31,29,5,4,-,2598195.8,2970159.5,22,14,255,255,2072798823,2073077993,67,123,0,0,12.679052,0.365434,0.205857,0.278231,0.000679,0.000547,0.000132,0,0,0.0,0,0,4,3,3,1,1,1,1,normal,0,ext,ext
1413009,udp,INT,1e-05,1064,0,254,0,0,0,-,211200000.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0,0,29,29,10,10,10,1,29,normal,0,ext,ext
564249,udp,CON,0.001698,544,304,31,29,0,0,-,1922261.5,1074205.0,4,4,0,0,0,0,136,76,0,0,0.606933,0.284499,0.433667,0.206667,0.0,0.0,0.0,0,0,0.0,0,0,4,9,7,4,1,1,3,normal,0,ext,ext
787579,tcp,FIN,0.069943,3598,47460,31,29,7,24,-,404786.75,5340920.0,60,62,255,255,3161033756,3161324832,60,765,0,0,75.03869,73.07398,1.200155,1.13641,0.000779,0.000616,0.000163,0,0,0.0,0,0,2,6,2,5,1,1,2,normal,0,ext,ext
1899892,tcp,FIN,1.069605,490,354,254,252,2,1,-,3298.4138,2318.613,10,8,255,255,277086034,657863109,49,44,0,0,7901.514,183.90169,115.376,137.09886,0.139563,0.098008,0.029659,0,1,0.0,0,0,3,4,1,1,1,1,3,Fuzzers,1,ext,ext
317640,tcp,FIN,0.048098,320,1890,31,29,1,2,ftp-data,44409.33,275105.0,6,8,255,255,1038510455,3195312933,53,236,0,0,655.22174,16.030148,9.4168,6.792571,0.000742,0.000547,0.000195,0,0,0.0,0,0,3,6,4,3,1,1,3,normal,0,ext,ext
914069,tcp,FIN,0.004843,4168,2456,31,29,7,7,-,6503407.0,3832335.5,18,18,255,255,3866024945,1719697751,232,136,0,0,13.151138,0.332354,0.265765,0.253294,0.000665,0.000533,0.000132,0,0,0.0,0,0,10,4,4,4,1,1,3,normal,0,ext,ext
2023869,tcp,FIN,0.225403,424,8824,31,29,1,4,ftp-data,13167.526,287094.7,8,12,255,255,4125808335,4191213617,53,735,0,0,2193.0227,1744.4342,32.151714,20.443272,0.00065,0.000523,0.000127,0,0,0.0,0,0,3,6,5,4,1,1,6,normal,0,ext,ext
36937,tcp,FIN,0.846697,2934,3742,31,29,11,15,ftp,27192.727,34704.27,52,54,255,255,3987067023,1838507412,56,69,0,0,1415.3239,52.726067,16.595764,15.965472,0.000658,0.000523,0.000135,0,0,0.0,1,1,1,1,3,2,1,1,1,normal,0,ext,ext
534673,tcp,FIN,0.128291,4014,61134,31,29,7,28,-,246626.81,3757769.5,68,70,255,255,1342956410,3512514254,59,873,0,0,0.0,98.49971,1.910104,1.850884,0.000701,0.000576,0.000125,0,0,0.0,0,0,8,2,2,4,1,1,1,normal,0,ext,ext
1205282,tcp,FIN,0.005674,1920,4312,31,29,6,6,-,2584420.2,5827282.5,22,24,255,255,785425266,2935300875,87,180,0,0,16.058262,12.890765,0.2671,0.219391,0.000763,0.000619,0.000144,0,0,0.0,0,0,3,5,2,4,1,1,1,normal,0,ext,ext
2057546,arp,INT,0.0,46,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,46,0,0,0,0.0,0.0,206.36581,0.0,0.0,0.0,0.0,1,2,0.0,0,0,2,2,2,2,2,2,2,normal,0,int-10,int-10
163243,tcp,FIN,0.015924,2854,31458,31,29,7,17,-,1402662.8,15475007.0,46,48,255,255,1058578140,3208479993,62,655,0,0,19.303423,18.24774,0.3462,0.326064,0.000752,0.000588,0.000164,0,0,0.0,0,0,6,5,3,2,1,1,1,normal,0,ext,ext
